cue,category,feature,relation,association,nWords,frequency
train,Vehicles,used for traveling,S-FUNC,traveling,1,13
train,Vehicles,railroad tracks,S-OBJECT,railroad tracks,2,12
train,Vehicles,used for carrying people,S-FUNC,people,1,5
train,Vehicles,has train cars,E-EXCOMP,train cars,2,8
train,Vehicles,a mean of transportation,T-SUPER,transportation,1,17
tram car,Vehicles,height,S-LOC,height,1,9
tram car,Vehicles,landscape,E-INCOMP,landscape,1,7
tram car,Vehicles,has a stall,E-EXCOMP,stall,1,5
tram car,Vehicles,has a wire,E-EXCOMP,wire,1,5
tram car,Vehicles,a mean of transportation,T-SUPER,transportation,1,10
tram car,Vehicles,found in the mountain,S-LOC,mountain,1,6
tree,Plants,is green,E-EXSURF,green,1,5
tree,Plants,life,E-SYS,life,1,5
tree,Plants,gives fruits,E-BEH,fruit,1,5
tree,Plants,gives shade,E-BEH,shade,1,14
tree,Plants,has flowers,E-EXCOMP,flowers,1,7
tree,Plants,I like it,I-EVAL,like,1,NA
truck,Vehicles,is big,E-QUANT,big,1,5
truck,Vehicles,a vehicle,T-SUPER,vehicle,1,5
truck,Vehicles,is a cargo truck,T-SUBORD,cargo truck,2,8
truck,Vehicles,used for carrying things,S-FUNC,things,1,11
truck,Vehicles,a mean of transportation,T-SUPER,transportation,1,8
trumpet,Musical instruments,band,S-SOCORG,band,1,5
trumpet,Musical instruments,is golden,E-EXSURF,golden,1,7
trumpet,Musical instruments,is noisy,E-SYS,noisy,1,7
trumpet,Musical instruments,sound,S-FUNC,sound,1,6
trumpet,Musical instruments,used for making music,S-FUNC,music,1,11
trumpet,Musical instruments,a musical instrument,T-SUPER,musical instrument,2,18
trumpet,Musical instruments,made of metal,E-MAT,metal,1,5
trumpet,Musical instruments,a wind musical intrument,T-SUPER,wind musical intrument,3,5
tucan,Animals,a bird,T-SUPER,bird,1,29
tucan,Animals,is colorful,E-EXSURF,colorful,1,19
tucan,Animals,flies,E-BEH,flies,1,7
tucan,Animals,is nice,I-EVAL,nice,1,7
tucan,Animals,has feathers,E-EXCOMP,feathers,1,5
tucan,Animals,has a beak,E-EXCOMP,beak,1,18
tucan,Animals,lives in the jungle,S-LOC,jungle,1,7
tucan,Animals,lives in the tree,S-LOC,tree,1,6
turkey,Animals,an animal,T-SUPER,animal,1,8
turkey,Animals,a bird,T-SUPER,bird,1,8
turkey,Animals,Christmas,S-EVENT,Christmas,1,NA
turkey,Animals,is eaten,S-ACTION,eaten,1,12
turkey,Animals,has feathers,E-EXCOMP,feathers,1,12
turkey,Animals,lives in the countryside,S-LOC,countryside,1,5
turtle,Animals,an animal,T-SUPER,animal,1,13
turtle,Animals,eg - pet,T-SUPER,pet,1,5
turtle,Animals,eg - sea,T-SUBORD,sea,1,5
turtle,Animals,is slow,E-SYS,slow,1,21
turtle,Animals,eg - terrestrial,T-SUBORD,terrestrial,1,7
turtle,Animals,has a shell,E-EXCOMP,shell,1,14
umbrella,Accessories,rain,S-FUNC,rain,1,12
umbrella,Accessories,used for protecting against the sun,S-FUNC,protecting,1,5
umbrella,Accessories,used for protecting yourself from rain,S-FUNC,protecting,1,18
umbrella,Accessories,different colors,E-EXSURF,colors,1,5
umbrella,Accessories,made of fabric,E-MAT,fabric,1,5
vase,Containers,aroma,E-EXSURF,aroma,1,5
vase,Containers,is colorful,E-EXSURF,colorful,1,5
vase,Containers,a container,T-SUPER,container,1,5
vase,Containers,an ornament,T-SUPER,ornament,1,10
vase,Containers,rose,S-LIVING,rose,1,5
vase,Containers,used for decoration,S-FUNC,decoration,1,8
vase,Containers,used for putting flowers inside,S-FUNC,flowers,1,19
vase,Containers,contains water,S-OBJECT,water,1,7
vase,Containers,made of glass,E-MAT,glass,1,5
vest,Clothing,clothing,T-SUPER,clothing,1,18
vest,Clothing,is a warm clothing,T-SUPER,warm clothing,2,11
vest,Clothing,has no sleeves,I-NEG,sleeves,1,21
vest,Clothing,made of wool,E-MAT,wool,1,7
violin,Musical instruments,sound,S-FUNC,sound,1,7
violin,Musical instruments,used for making music,S-FUNC,music,1,9
violin,Musical instruments,has strings,E-EXCOMP,strings,1,13
violin,Musical instruments,a musical instrument,T-SUPER,musical instrument,2,19
violin,Musical instruments,made of wood,E-MAT,wood,1,7
wagon,Vehicles,a toy,T-SUPER,toy,1,6
wagon,Vehicles,wood,S-OBJECT,wood,1,5
wagon,Vehicles,has wheels,E-EXCOMP,wheels,1,9
wagon,Vehicles,used for carrying babies,S-FUNC,babies,1,9
wagon,Vehicles,used for carrying groceries,S-FUNC,groceries,1,5
wagon,Vehicles,used for carrying things,S-FUNC,things,1,7
wagon,Vehicles,pulled by horses,E-SYS,pulled,1,5
wagon,Vehicles,found in the supermarket,S-LOC,supermarket,1,7
washing machine,Devices,clothes,S-OBJECT,clothes,1,13
washing machine,Devices,used for cleaning,S-FUNC,cleaning,1,17
washing machine,Devices,is useful,I-EVAL,useful,1,7
washing machine,Devices,is white,E-EXSURF,white,1,5
washing machine,Devices,contains water,S-OBJECT,water,1,5
washing machine,Devices,an electrical appliance,T-SUPER,electrical appliance,2,6
washing machine,Devices,requires soap,S-ACTION,soap,1,6
watch,Accessories,used for indicating time,S-FUNC,time,1,26
watch,Accessories,is useful,I-EVAL,useful,1,6
watch,Accessories,worn on the wrist,S-SPAT,wrist,1,12
watch,Accessories,has hands,E-EXCOMP,hands,1,6
watch,Accessories,has a number,E-EXSURF,number,1,6
watering can,Tools,plant,S-LIVING,plant,1,24
watering can,Tools,rain,S-FUNC,rain,1,5
watering can,Tools,used for watering,S-FUNC,watering,1,10
watering can,Tools,contains water,S-OBJECT,water,1,20
watering can,Tools,made of metal,E-MAT,metal,1,5
watering can,Tools,made of plastic,E-MAT,plastic,1,8
watering can,Tools,found in the garden,S-LOC,garden,1,9
watermelon,Fruits,is big,E-QUANT,big,1,16
watermelon,Fruits,a fruit,T-SUPER,fruit,1,23
watermelon,Fruits,is green,E-EXSURF,green,1,11
watermelon,Fruits,is heavy,E-SYS,heavy,1,5
watermelon,Fruits,is juicy,E-INSURF,juicy,1,7
watermelon,Fruits,is red,E-EXSURF,red,1,15
watermelon,Fruits,is refreshing,I-EVAL,refreshing,1,9
watermelon,Fruits,summer,S-TIME,summer,1,10
watermelon,Fruits,is sweet,E-INSURF,sweet,1,11
watermelon,Fruits,is watery,E-INSURF,watery,1,7
watermelon,Fruits,has seeds,E-INCOMP,seeds,1,10
watermelon,Fruits,tastes good,I-EVAL,good,1,6
weather vane,Objects,sea,S-LOC,sea,1,5
weather vane,Objects,wind,S-OBJECT,wind,1,10
well,Constructions,is a hole,T-SYN,hole,1,6
well,Constructions,water,E-INCOMP,water,1,17
well,Constructions,used for getting water,S-FUNC,water,1,8
well,Constructions,has a bucket,E-EXCOMP,bucket,1,9
well,Constructions,has a rope,E-EXCOMP,rope,1,9
whale,Animals,an animal,T-SUPER,animal,1,11
whale,Animals,is big,E-QUANT,big,1,24
whale,Animals,a cetacean,T-SUPER,cetacean,1,9
whale,Animals,a mammal,T-SUPER,mammal,1,12
whale,Animals,whale calf,T-SUBORD,whale calf,2,5
whale,Animals,lives in the sea,S-LOC,sea,1,12
whale,Animals,lives in the south,S-LOC,south,1,5
whale,Animals,lives in the water,S-LOC,water,1,8
wheel,Objects,apart of the car,E-WHOLE,car,1,9
wheel,Objects,bicycle,S-OBJECT,bicycle,1,6
wheel,Objects,is black,E-EXSURF,black,1,5
wheel,Objects,is circular,E-EXSURF,circular,1,10
wheel,Objects,spins,E-BEH,spins,1,5
wheel,Objects,used for transportation,S-FUNC,transportation,1,6
wheel,Objects,made of metal,E-MAT,metal,1,5
wheel,Objects,made of rubber,E-MAT,rubber,1,6
wheel,Objects,made of wood,E-MAT,wood,1,5
whip,Weapons,is long,E-QUANT,long,1,5
whip,Weapons,used for horses,S-FUNC,horses,1,6
whip,Weapons,used for punish,S-FUNC,punish,1,14
whip,Weapons,made of leather,E-MAT,leather,1,12
whistle,Objects,an instrument,E-MAT,instrument,1,8
whistle,Objects,referee,S-PERSON,referee,1,12
whistle,Objects,sound,S-FUNC,sound,1,11
whistle,Objects,used for sports,S-FUNC,sports,1,6
whistle,Objects,used for traffic,S-FUNC,traffic,1,5
whistle,Objects,is a whistle,T-SYN,whistle,1,6
whistle,Objects,police officer,S-PERSON,police officer,2,7
windmill,Constructions,used to get water,S-FUNC,water,1,20
windmill,Constructions,eg - windmill,T-SUBORD,windmill,1,15
windmill,Constructions,has blades,E-EXCOMP,blades,1,11
windmill,Constructions,found in the field,S-LOC,field,1,10
window,House parts,curtains,S-OBJECT,curtains,1,5
window,House parts,light,S-FUNC,light,1,6
window,House parts,is openable,S-ACTION,openable,1,8
window,House parts,an opening,T-SUPER,opening,1,5
window,House parts,sun,S-OBJECT,sun,1,7
window,House parts,used for leting air in,S-FUNC,air,1,8
window,House parts,used for leting light in,S-FUNC,light,1,10
window,House parts,used for looking,S-FUNC,looking,1,7
window,House parts,ventilation,S-FUNC,ventilation,1,10
window,House parts,can be closed,S-ACTION,closed,1,5
window,House parts,made of glass,E-MAT,glass,1,12
window,House parts,made of wood,E-MAT,wood,1,11
window,House parts,found in the house,S-LOC,house,1,5
wine glass,Utensils,toast,S-EVENT,toast,1,12
wine glass,Utensils,is transparent,E-EXSURF,transparent,1,5
wine glass,Utensils,trophy,S-OBJECT,trophy,1,6
wine glass,Utensils,used for drinking,S-FUNC,drinking,1,9
wine glass,Utensils,water,E-INCOMP,water,1,8
wine glass,Utensils,wine,S-OBJECT,wine,1,13
wine glass,Utensils,made of crystal,E-MAT,crystal,1,10
wine glass,Utensils,made of glass,E-MAT,glass,1,10
wolfe,Animals,an animal,T-SUPER,animal,1,16
wolfe,Animals,is dangerous,I-EVAL,dangerous,1,7
wolfe,Animals,fear,I-EVAL,fear,1,7
wolfe,Animals,is ferocious,E-SYS,ferocious,1,11
wolfe,Animals,howls,E-BEH,howls,1,9
wolfe,Animals,is wild,E-SYS,wild,1,5
wolfe,Animals,lives in the forest,S-LOC,forest,1,6
worm,Animals,an animal,T-SUPER,animal,1,9
worm,Animals,lives on the ground,S-LOC,ground,1,16
wrench,Tools,safety,S-SOCART,safety,1,6
wrench,Tools,a tool,T-SUPER,tool,1,6
wrench,Tools,used for entering,S-FUNC,entering,1,6
wrench,Tools,used for opening,S-FUNC,opening,1,5
wrench,Tools,made of metal,E-MAT,metal,1,7
wrench,Tools,found in the house,S-LOC,house,1,8
yoyo,Toys,childhood,S-TIME,childhood,1,9
yoyo,Toys,used by children,S-PERSON,children,1,9
yoyo,Toys,competition,I-REP,competition,1,6
yoyo,Toys,entretains,S-FUNC,entretains,1,7
yoyo,Toys,fun,E-ABSTR,fun,1,8
yoyo,Toys,skill,I-REP,skill,1,5
yoyo,Toys,a toy,T-SUPER,toy,1,21
yoyo,Toys,has thread,E-EXCOMP,thread,1,8
zebra,Animals,an animal,T-SUPER,animal,1,20
zebra,Animals,a mammal,T-SUPER,mammal,1,7
zebra,Animals,a quadruped,T-SUPER,quadruped,1,5
zebra,Animals,has legs,E-EXCOMP,legs,1,6
zebra,Animals,has stripes,E-EXCOMP,stripes,1,22
zebra,Animals,is black and white,E-EXSURF,black and white,3,9
zebra,Animals,lives in Africa,S-LOC,Africa,1,NA
zebra,Animals,is similar to horses,T-COORD,horses,1,11
zebra,Animals,lives in the jungle,S-LOC,jungle,1,5
zipper,Accessories,jacket,E-WHOLE,jacket,1,18
zipper,Accessories,pants,E-WHOLE,pants,1,15
zipper,Accessories,found on clothing,S-LOC,clothing,1,9
zipper,Accessories,made of metal,E-MAT,metal,1,8
zipper,Accessories,made of plastic,E-MAT,plastic,1,5
