cue,category,response,nWords,frequency,human1,human2,model1,model2
salt shaker,Utensils,has spices,1,5,E,E-INCOMP,S,S-FUNC
salt shaker,Utensils,made of glass,1,10,E,E-MAT,E,E-MAT
salt shaker,Utensils,found on the table,1,6,S,S-SPAT,S,S-LOC
sandwich,Food,is convenient,1,7,I,I-EVAL,E,E-SYS
sandwich,Food,is fast,1,5,E,E-SYS,E,E-SYS
sandwich,Food,a food,1,13,T,T-SUPER,T,T-ONT
sandwich,Food,a foodstuff,1,5,T,T-SUPER,T,T-ONT
sandwich,Food,picnic,1,6,S,S-EVENT,S,S-EVENT
sandwich,Food,is varied,1,5,T,T-SUBORD,E,E-SYS
sandwich,Food,has bread,1,12,E,E-EXCOMP,E,E-EXCOMP
sandwich,Food,tastes good,1,20,I,I-EVAL,I,I-EVAL
sandwich,Food,has cold meat,2,9,E,E-EXCOMP,E,E-INCOMP
sandwich,Food,has ham and cheese,3,6,E,E-INCOMP,E,E-INCOMP
saw,Tools,used by the carpenter,1,6,S,S-PERSON,S,S-FUNC
saw,Tools,a tool,1,17,T,T-SUPER,T,T-ONT
saw,Tools,used for cutting,1,17,S,S-FUNC,S,S-FUNC
saw,Tools,has grip,1,5,E,E-EXCOMP,E,E-EXCOMP
saw,Tools,has teeth,1,6,E,E-INCOMP,E,E-EXCOMP
saw,Tools,used for cutting wood,1,16,S,S-FUNC,S,S-FUNC
saw,Tools,made of metal,1,7,E,E-MAT,E,E-MAT
saw,Tools,used for cutting down trees,1,6,S,S-FUNC,S,S-FUNC
saxophone,Musical instruments,band,1,6,S,S-SOCORG,S,S-SOCORG
saxophone,Musical instruments,is golden,1,7,E,E-EXSURF,E,E-EXSURF
saxophone,Musical instruments,music,1,21,S,S-FUNC,S,S-EVENT
saxophone,Musical instruments,orchestra,1,7,E,E-WHOLE,S,S-SOCORG
saxophone,Musical instruments,sound,1,5,S,S-FUNC,E,E-EXSURF
saxophone,Musical instruments,a musical instrument,2,20,T,T-SUPER,T,T-SUPER
saxophone,Musical instruments,a wind musical intrument,3,11,T,T-SUPER,T,T-ONT
scale,Devices,balance,1,5,E,E-ABSTR,S,S-FUNC
scale,Devices,used for weighing,1,22,S,S-FUNC,S,S-FUNC
scissors,Utensils,used by the dressmaker,1,6,S,S-PERSON,S,S-FUNC
scissors,Utensils,is sharp,1,15,E,E-EXSURF,E,E-SYS
scissors,Utensils,used for cutting,1,27,S,S-FUNC,S,S-FUNC
scissors,Utensils,is useful,1,5,I,I-EVAL,I,I-EVAL
scissors,Utensils,used for cutting fabric,1,6,S,S-FUNC,S,S-FUNC
scissors,Utensils,used for cutting hair,1,5,S,S-FUNC,S,S-ACTION
scissors,Utensils,used for cutting paper,1,6,S,S-FUNC,S,S-FUNC
scissors,Utensils,made of metal,1,9,E,E-MAT,E,E-MAT
scorpion,Animals,an animal,1,15,T,T-SUPER,T,T-ONT
scorpion,Animals,bites,1,6,E,E-BEH,E,E-BEH
scorpion,Animals,is dangerous,1,13,I,I-EVAL,E,E-SYS
scorpion,Animals,an insect,1,9,T,T-SUPER,T,T-ONT
scorpion,Animals,is poisonous,1,18,E,E-SYS,E,E-SYS
scorpion,Animals,lives under rocks,1,5,S,S-LOC,S,S-LOC
screw,Tools,screwdriver,1,5,S,S-OBJECT,S,S-OBJECT
screw,Tools,a tool,1,15,T,T-SUPER,T,T-SUPER
screw,Tools,used for fastenning,1,6,S,S-FUNC,S,S-FUNC
screw,Tools,used for furniture,1,5,S,S-OBJECT,S,S-FUNC
screw,Tools,used for joining,1,10,S,S-FUNC,S,S-FUNC
screw,Tools,is useful,1,7,I,I-EVAL,I,I-EVAL
screw,Tools,made of metal,1,18,E,E-MAT,E,E-MAT
screwdriver,Tools,screw,1,20,S,S-OBJECT,S,S-OBJECT
screwdriver,Tools,a tool,1,18,T,T-SUPER,T,T-SUPER
screwdriver,Tools,used for removing screws,1,5,S,S-FUNC,S,S-FUNC
screwdriver,Tools,wood,1,5,S,S-OBJECT,E,E-MAT
screwdriver,Tools,work,1,9,E,E-SYS,S,S-FUNC
screwdriver,Tools,made of metal,1,5,E,E-MAT,E,E-MAT
sea horse,Animals,an animal,1,6,T,T-SUPER,T,T-ONT
sea horse,Animals,a fish,1,9,T,T-SUPER,T,T-ONT
sea horse,Animals,love,1,7,S,S-SOCART,I,I-EMOT
sea horse,Animals,is nice,1,9,I,I-EVAL,I,I-EVAL
sea horse,Animals,is small,1,10,E,E-QUANT,E,E-QUANT
sea horse,Animals,lives in the sea,1,10,S,S-LOC,S,S-LOC
sea horse,Animals,lives in the water,1,9,S,S-LOC,S,S-LOC
sea wolfe,Animals,an animal,1,12,T,T-SUPER,T,T-ONT
sea wolfe,Animals,is black,1,5,E,E-EXSURF,E,E-EXSURF
sea wolfe,Animals,has wiskers,1,6,E,E-EXCOMP,E,E-EXCOMP
sea wolfe,Animals,has an unpleasant smell,1,9,I,I-EVAL,E,E-EXSURF
sea wolfe,Animals,lives in the sea,1,15,S,S-LOC,S,S-LOC
seal,Animals,an animal,1,22,T,T-SUPER,T,T-ONT
seal,Animals,a mammal,1,6,T,T-SUPER,T,T-ONT
seal,Animals,swims,1,6,E,E-BEH,E,E-BEH
seal,Animals,eats fish,1,6,E,E-BEH,S,S-ACTION
seal,Animals,has fins,1,5,E,E-EXCOMP,E,E-EXCOMP
seal,Animals,has wiskers,1,7,E,E-EXCOMP,E,E-EXCOMP
seal,Animals,lives in the sea,1,17,S,S-LOC,S,S-LOC
seal,Animals,lives in the water,1,11,S,S-LOC,S,S-LOC
shark,Animals,is aggressive,1,8,E,E-SYS,E,E-SYS
shark,Animals,an animal,1,6,T,T-SUPER,T,T-ONT
shark,Animals,is big,1,13,E,E-QUANT,E,E-SYS
shark,Animals,is catched,1,5,S,S-ACTION,S,S-ACTION
shark,Animals,is dangerous,1,5,I,I-EVAL,E,E-SYS
shark,Animals,fear,1,6,I,I-EVAL,I,I-EMOT
shark,Animals,a fish,1,7,T,T-SUPER,T,T-SYN
shark,Animals,movie,1,5,S,S-SOCART,S,S-SOCART
shark,Animals,is white,1,5,E,E-EXSURF,E,E-EXSURF
shark,Animals,has teeth,1,9,E,E-INCOMP,E,E-EXCOMP
shark,Animals,lives in the sea,1,13,S,S-LOC,S,S-LOC
shark,Animals,lives in the water,1,5,S,S-LOC,S,S-LOC
sheep,Animals,an animal,1,14,T,T-SUPER,T,T-ONT
sheep,Animals,fabric,1,5,S,S-OBJECT,E,E-MAT
sheep,Animals,is good,1,9,I,I-EVAL,I,I-EVAL
sheep,Animals,a mammal,1,6,T,T-SUPER,T,T-ONT
sheep,Animals,is meek,1,9,E,E-SYS,E,E-SYS
sheep,Animals,a quadruped,1,5,T,T-SUPER,E,E-SYS
sheep,Animals,used for making coats,1,6,S,S-ACTION,S,S-FUNC
sheep,Animals,eats grass,1,6,E,E-BEH,E,E-BEH
sheep,Animals,gives milk,1,7,E,E-BEH,E,E-BEH
sheep,Animals,has wool,1,27,E,E-EXCOMP,E,E-EXCOMP
sheep,Animals,eaten as meat,1,8,S,S-FUNC,S,S-FUNC
sheep,Animals,lives in the countryside,1,9,S,S-LOC,S,S-LOC
shirt,Clothing,clothing,1,17,T,T-SUPER,T,T-SUPER
shirt,Clothing,is comfortable,1,6,I,I-EVAL,E,E-SYS
shirt,Clothing,is elegant,1,7,I,I-EVAL,E,E-SYS
shirt,Clothing,different colors,1,8,E,E-EXSURF,E,E-EXSURF
shirt,Clothing,has buttons,1,14,E,E-EXCOMP,E,E-EXCOMP
shirt,Clothing,has a collar,1,5,E,E-EXCOMP,E,E-EXCOMP
shoe,Clothing,is comfortable,1,9,I,I-EVAL,E,E-SYS
shoe,Clothing,used for protecting your feet,1,6,S,S-FUNC,S,S-FUNC
shoe,Clothing,used for walking,1,8,S,S-FUNC,S,S-FUNC
shoe,Clothing,used on feet,1,6,T,T-SUPER,S,S-FUNC
shoe,Clothing,has shoelaces,1,5,E,E-EXCOMP,E,E-EXCOMP
shoe,Clothing,made of leather,1,14,E,E-MAT,E,E-MAT
shovel,Tools,used by the mason,1,5,S,S-PERSON,S,S-PERSON
shovel,Tools,a tool,1,12,T,T-SUPER,T,T-SUPER
shovel,Tools,used for digging,1,8,S,S-FUNC,S,S-FUNC
shovel,Tools,used for gardening,1,8,S,S-FUNC,S,S-FUNC
shovel,Tools,used for planting plants,1,5,S,S-FUNC,S,S-FUNC
shovel,Tools,used for working,1,12,S,S-FUNC,S,S-FUNC
shovel,Tools,used for gathering dust,1,18,S,S-FUNC,S,S-FUNC
showerhead,House parts,cleanliness,1,9,S,S-SOCART,S,S-FUNC
showerhead,House parts,hot,1,8,E,E-EXSURF,E,E-SYS
showerhead,House parts,hygiene,1,5,I,I-REP,S,S-FUNC
showerhead,House parts,rain,1,5,S,S-FUNC,S,S-EVENT
showerhead,House parts,is relaxing,1,7,I,I-EVAL,E,E-SYS
showerhead,House parts,used for bathing,1,6,S,S-FUNC,S,S-FUNC
showerhead,House parts,where water comes out,1,14,E,E-SYS,E,E-EXCOMP
showerhead,House parts,found in the bathroom,1,16,S,S-LOC,S,S-LOC
skeleton,Body parts,bones,1,20,S,S-OBJECT,E,E-INCOMP
skeleton,Body parts,death,1,7,S,S-SOCART,S,S-EVENT
skeleton,Body parts,osseous,1,5,E,E-EXCOMP,E,E-MAT
skeleton,Body parts,support of the body,1,9,S,S-FUNC,S,S-FUNC
skirt,Clothing,clothing,1,22,T,T-SUPER,T,T-SUPER
skirt,Clothing,is long,1,13,E,E-QUANT,E,E-SYS
skirt,Clothing,skirt,1,5,T,T-SYN,T,T-SYN
skirt,Clothing,used by women,1,15,S,S-PERSON,S,S-PERSON
skirt,Clothing,different colors,1,6,E,E-EXSURF,E,E-EXSURF
skirt,Clothing,is a warm clothing,2,6,T,T-SUPER,E,E-SYS
skirt,Clothing,eg_-_ is short,1,16,E,E-QUANT,E,E-SYS
skirt,Clothing,made of fabric,1,9,E,E-MAT,E,E-MAT
skull,Body parts,bones,1,7,S,S-OBJECT,E,E-INCOMP
skull,Body parts,death,1,13,S,S-SOCART,S,S-EVENT
skull,Body parts,skeleton,1,5,E,E-WHOLE,E,E-WHOLE
skull,Body parts,terror,1,7,I,I-EVAL,I,I-EMOT
skull,Body parts,eg - human skull,2,5,T,T-SUBORD,T,T-INDIV
skunk,Animals,an animal,1,17,T,T-SUPER,T,T-ONT
skunk,Animals,is black,1,5,E,E-EXSURF,E,E-EXSURF
skunk,Animals,is small,1,5,E,E-QUANT,E,E-SYS
skunk,Animals,is smelly,1,28,E,E-EXSURF,E,E-SYS
skunk,Animals,is ugly,1,7,I,I-EVAL,I,I-EVAL
skunk,Animals,is black and white,3,9,E,E-EXSURF,E,E-EXSURF
skunk,Animals,has a tail,1,5,E,E-EXCOMP,E,E-EXCOMP
skunk,Animals,lives in the countryside,1,9,S,S-LOC,E,E-SYS
sled,Vehicles,slides,1,5,E,E-BEH,S,S-ACTION
sled,Vehicles,used for snow,1,23,S,S-FUNC,S,S-FUNC
sled,Vehicles,a mean of transportation,1,15,T,T-SUPER,S,S-FUNC
sled,Vehicles,pulled by dogs,1,13,S,S-LIVING,S,S-ACTION
snail,Animals,is slimy,1,15,E,E-SYS,E,E-EXSURF
snail,Animals,is slow,1,10,E,E-SYS,E,E-BEH
snail,Animals,eats plants,1,5,E,E-BEH,E,E-BEH
snail,Animals,has a shell,1,7,E,E-EXCOMP,E,E-EXCOMP
snake,Animals,an animal,1,7,T,T-SUPER,T,T-ONT
snake,Animals,is dangerous,1,8,I,I-EVAL,E,E-SYS
snake,Animals,fear,1,8,I,I-EVAL,I,I-EMOT
snake,Animals,is long,1,8,E,E-QUANT,E,E-QUANT
snake,Animals,is poisonous,1,11,E,E-SYS,E,E-SYS
snake,Animals,is repulsive,1,5,I,I-EVAL,E,E-SYS
snowman,Toys,used by children,1,9,S,S-PERSON,S,S-PERSON
snowman,Toys,cold,1,16,E,E-SYS,E,E-SYS
snowman,Toys,fun,1,10,E,E-ABSTR,I,I-EMOT
snowman,Toys,used for playing,1,11,S,S-FUNC,S,S-FUNC
snowman,Toys,winter,1,6,S,S-TIME,S,S-TIME
snowman,Toys,has carrot,1,7,E,E-EXCOMP,E,E-EXCOMP
snowman,Toys,made of snow,1,13,E,E-MAT,E,E-MAT
sock,Clothing,clothing,1,13,T,T-SUPER,T,T-ONT
sock,Clothing,used for keeping warm,1,11,S,S-FUNC,S,S-FUNC
sock,Clothing,used on feet,1,17,T,T-SUPER,S,S-FUNC
sock,Clothing,different colors,1,6,E,E-EXSURF,E,E-EXSURF
sock,Clothing,is a warm clothing,2,8,T,T-SUPER,E,E-SYS
spatula,Utensils,paint,1,5,E,E-INCOMP,T,T-SUBORD
spatula,Utensils,used for removing food,1,5,S,S-FUNC,S,S-FUNC
spatula,Utensils,used for scraping,1,5,S,S-FUNC,S,S-FUNC
spatula,Utensils,made of metal,1,6,E,E-MAT,E,E-MAT
spatula,Utensils,made of wood,1,6,E,E-MAT,E,E-MAT
spatula,Utensils,found in the kitchen,1,10,S,S-LOC,S,S-LOC
spider,Animals,bites,1,7,E,E-BEH,E,E-BEH
spider,Animals,is black,1,8,E,E-EXSURF,E,E-EXSURF
spider,Animals,is dangerous,1,6,I,I-EVAL,E,E-SYS
spider,Animals,an insect,1,17,T,T-SUPER,T,T-SYN
spider,Animals,is poisonous,1,8,E,E-SYS,E,E-SYS
spider,Animals,spiderweb,1,11,E,E-BEH,E,E-EXCOMP
spider,Animals,is ugly,1,6,I,I-EVAL,I,I-EVAL
spider,Animals,has hair,1,10,E,E-EXCOMP,E,E-EXCOMP
spider,Animals,has legs,1,17,E,E-EXCOMP,E,E-EXCOMP
spider web,Constructions,dirt,1,7,S,S-PHYST,S,S-OBJECT
spider web,Constructions,fabric,1,9,S,S-OBJECT,E,E-MAT
spider web,Constructions,is fine,1,10,E,E-EXSURF,E,E-EXSURF
spider web,Constructions,is sticky,1,6,E,E-EXSURF,E,E-EXSURF
spider web,Constructions,trap,1,5,S,S-FUNC,S,S-FUNC
spider web,Constructions,used for capturing,1,8,S,S-FUNC,S,S-FUNC
spider web,Constructions,used for capturing insects,2,5,S,S-FUNC,S,S-FUNC
spider web,Constructions,made by a spider,1,11,S,S-LIVING,E,E-WHOLE
spin,Toys,used by children,1,11,S,S-PERSON,S,S-PERSON
spin,Toys,is colorful,1,8,E,E-EXSURF,E,E-EXSURF
spin,Toys,is funny,1,6,E,E-SYS,I,I-EVAL
spin,Toys,spins,1,16,E,E-BEH,E,E-BEH
spin,Toys,a toy,1,19,T,T-SUPER,S,S-FUNC
spin,Toys,made of wood,1,8,E,E-MAT,E,E-MAT
spinning wheel,Devices,fabric,1,9,S,S-OBJECT,S,S-FUNC
spinning wheel,Devices,thread,1,11,S,S-OBJECT,S,S-OBJECT
spinning wheel,Devices,wool,1,7,S,S-OBJECT,S,S-FUNC
spinning wheel,Devices,spinning wheel,2,5,S,S-OBJECT,T,T-SYN
spoon,Utensils,a cutlery,1,10,T,T-SUPER,T,T-SYN
spoon,Utensils,used for eating,1,10,S,S-FUNC,S,S-FUNC
spoon,Utensils,used for stirring,1,8,S,S-FUNC,S,S-FUNC
spoon,Utensils,a utensil,1,11,T,T-SUPER,T,T-SYN
spoon,Utensils,used for eating soup,1,14,S,S-FUNC,S,S-FUNC
spoon,Utensils,made of metal,1,6,E,E-MAT,E,E-MAT
spoon,Utensils,made of wood,1,6,E,E-MAT,E,E-MAT
spoon,Utensils,found in the kitchen,1,7,S,S-LOC,S,S-LOC
squash,Vegetables,a food,1,9,T,T-SUPER,T,T-ONT
squash,Vegetables,a foodstuff,1,7,T,T-SUPER,T,T-ONT
squash,Vegetables,is green,1,5,E,E-EXSURF,E,E-EXSURF
squash,Vegetables,is healthy,1,5,E,E-SYS,E,E-SYS
squash,Vegetables,is orange,1,9,E,E-EXSURF,E,E-EXSURF
squash,Vegetables,is sweet,1,8,E,E-INSURF,E,E-EXSURF
squash,Vegetables,used for making puree,1,6,S,S-ACTION,S,S-FUNC
squash,Vegetables,a vegetable,1,13,T,T-SUPER,T,T-SUPER
squash,Vegetables,tastes good,1,5,I,I-EVAL,E,E-INSURF
squirrel,Animals,an animal,1,21,T,T-SUPER,T,T-ONT
squirrel,Animals,is brown,1,8,E,E-EXSURF,E,E-EXSURF
squirrel,Animals,is cute,1,8,I,I-EVAL,I,I-EVAL
squirrel,Animals,is fast,1,9,E,E-SYS,E,E-SYS
squirrel,Animals,is small,1,12,E,E-QUANT,E,E-QUANT
squirrel,Animals,eats acorns,1,6,E,E-BEH,E,E-BEH
squirrel,Animals,has hair,1,7,E,E-EXCOMP,E,E-SYS
squirrel,Animals,lives in the tree,1,9,S,S-LOC,S,S-LOC
star,Nature,is brilliant,1,14,E,E-EXSURF,E,E-EXSURF
star,Nature,is distant,1,5,S,S-LOC,E,E-SYS
star,Nature,is luminous,1,5,S,S-SPAT,E,E-EXSURF
star,Nature,night,1,11,E,E-BEH,S,S-TIME
star,Nature,gives light,1,13,E,E-EXSURF,E,E-SYS
star,Nature,found in the sky,1,10,S,S-TIME,S,S-LOC
starfish,Animals,a mollusk,1,5,S,S-LOC,T,T-SUPER
starfish,Animals,lives in the sea,1,9,S,S-LOC,S,S-LOC
stethoscope,Tools,heart,1,6,S,S-FUNC,S,S-FUNC
stethoscope,Tools,an instrument,1,6,E,E-MAT,T,T-SYN
stethoscope,Tools,used by physician,1,21,S,S-PERSON,S,S-PERSON
stethoscope,Tools,used for hearing heartbeats,1,10,S,S-PERSON,S,S-FUNC
stethoscope,Tools,used for listening,1,8,S,S-FUNC,S,S-FUNC
stethoscope,Tools,made of metal,1,6,E,E-MAT,E,E-MAT
stethoscope,Tools,found in the hospital,1,5,T,T-SUPER,S,S-LOC
stool,Furniture,is comfortable,1,9,I,I-EVAL,I,I-EVAL
stool,Furniture,a seat,1,7,T,T-SUPER,T,T-SYN
stool,Furniture,is tall,1,7,E,E-QUANT,E,E-QUANT
stool,Furniture,used for resting,1,5,S,S-FUNC,S,S-FUNC
stool,Furniture,used for sitting,1,12,S,S-FUNC,S,S-FUNC
stool,Furniture,made of metal,1,6,E,E-MAT,E,E-MAT
stool,Furniture,made of wood,1,18,E,E-MAT,E,E-MAT
stool,Furniture,found in the square,1,13,S,S-LOC,S,S-LOC
stork,Animals,an animal,1,7,T,T-SUPER,T,T-ONT
stork,Animals,a bird,1,12,T,T-SUPER,T,T-ONT
stork,Animals,flies,1,13,E,E-BEH,E,E-BEH
stork,Animals,is white,1,5,E,E-EXSURF,E,E-EXSURF
stork,Animals,delivers babies,1,8,S,S-SOCART,S,S-FUNC
stork,Animals,has feathers,1,12,E,E-EXCOMP,E,E-EXCOMP
stork,Animals,has legs,1,5,E,E-EXCOMP,E,E-EXCOMP
stork,Animals,has a beak,1,15,E,E-EXCOMP,E,E-EXCOMP
stork,Animals,lives in the lagoon,1,6,S,S-LOC,S,S-LOC
stove,Devices,food,1,9,S,S-OBJECT,S,S-FUNC
stove,Devices,used for cooking,1,10,S,S-FUNC,S,S-FUNC
stove,Devices,eg - gas stove,2,5,S,S-OBJECT,E,E-EXCOMP
stove,Devices,has oven,1,5,E,E-INCOMP,E,E-EXCOMP
strawberry,Fruits,cream,1,8,S,S-OBJECT,S,S-OBJECT
strawberry,Fruits,a dessert,1,7,T,T-SUPER,S,S-FUNC
strawberry,Fruits,a fruit,1,25,T,T-SUPER,T,T-SUPER
strawberry,Fruits,is red,1,21,E,E-EXSURF,E,E-EXSURF
strawberry,Fruits,is sweet,1,8,E,E-INSURF,E,E-INSURF
strawberry,Fruits,ice cream,2,5,S,S-OBJECT,T,T-SUBORD
strawberry,Fruits,tastes good,1,14,I,I-EVAL,E,E-INSURF
stroller,Vehicles,baby,1,25,S,S-PERSON,S,S-PERSON
stroller,Vehicles,eg - toy,1,5,T,T-SUBORD,T,T-SUBORD
stroller,Vehicles,used for riding,1,13,S,S-FUNC,S,S-FUNC
stroller,Vehicles,has wheels,1,12,E,E-EXCOMP,E,E-EXCOMP
stroller,Vehicles,made of plastic,1,7,E,E-MAT,E,E-MAT
suitcase,Containers,clothes,1,17,S,S-OBJECT,S,S-OBJECT
suitcase,Containers,holidays,1,5,S,S-EVENT,S,S-EVENT
suitcase,Containers,joy,1,5,I,I-EMOT,I,I-EMOT
suitcase,Containers,tirp,1,24,S,S-EVENT,S,S-FUNC
suitcase,Containers,used for traveling,1,5,S,S-FUNC,S,S-FUNC
suitcase,Containers,has wheels,1,5,E,E-EXCOMP,E,E-EXCOMP
suitcase,Containers,made of leather,1,7,E,E-MAT,E,E-MAT
sun,Nature,day,1,5,S,S-TIME,S,S-TIME
sun,Nature,heats,1,14,E,E-BEH,E,E-BEH
sun,Nature,a star,1,7,T,T-SUPER,T,T-SYN
sun,Nature,gives life,1,7,E,E-BEH,S,S-FUNC
sun,Nature,lights up,2,5,S,S-FUNC,S,S-FUNC
sun,Nature,found in the sky,1,6,S,S-TIME,S,S-LOC
swan,Animals,an animal,1,10,T,T-SUPER,T,T-ONT
swan,Animals,a bird,1,6,T,T-SUPER,T,T-ONT
swan,Animals,is elegant,1,7,I,I-EVAL,E,E-SYS
swan,Animals,is nice,1,10,I,I-EVAL,I,I-EVAL
swan,Animals,swims,1,5,E,E-BEH,E,E-BEH
swan,Animals,is white,1,8,E,E-EXSURF,E,E-EXSURF
swan,Animals,has feathers,1,10,E,E-EXCOMP,E,E-EXCOMP
swan,Animals,lays eggs,1,5,E,E-BEH,E,E-BEH
swan,Animals,has a beak,1,5,E,E-EXCOMP,E,E-EXCOMP
swan,Animals,lives in the lake,1,10,S,S-LOC,S,S-LOC
swan,Animals,lives in the water,1,11,S,S-LOC,S,S-LOC
sweater,Clothing,clothing,1,7,T,T-SUPER,T,T-SYN
sweater,Clothing,eg - long,1,5,E,E-QUANT,E,E-QUANT
sweater,Clothing,used for keeping warm,1,7,S,S-FUNC,S,S-FUNC
sweater,Clothing,is warm,1,6,E,E-SYS,E,E-SYS
sweater,Clothing,is a warm clothing,2,5,T,T-SUPER,E,E-SYS
sweater,Clothing,made of wool,1,12,E,E-MAT,E,E-MAT
sweater,Clothing,made of polar fleece,2,8,E,E-MAT,E,E-MAT
sweater,Clothing,used for covering of the cold,1,5,S,S-FUNC,S,S-FUNC
swing,Furniture,childhood,1,5,S,S-TIME,I,I-REP
swing,Furniture,used by children,1,19,S,S-PERSON,S,S-PERSON
swing,Furniture,is funny,1,9,E,E-SYS,E,E-SYS
swing,Furniture,a game,1,11,T,T-SUPER,S,S-FUNC
swing,Furniture,gives joy,1,5,I,I-EVAL,I,I-EMOT
swing,Furniture,has movement,1,6,E,E-SYS,E,E-BEH
swing,Furniture,made of wood,1,6,E,E-MAT,E,E-MAT
swing,Furniture,found in the square,1,18,S,S-LOC,S,S-LOC
swordfish,Animals,is catched,1,5,S,S-ACTION,S,S-ACTION
swordfish,Animals,is eaten,1,8,S,S-ACTION,S,S-ACTION
swordfish,Animals,a fish,1,5,T,T-SUPER,T,T-ONT
swordfish,Animals,lives in the sea,1,15,S,S-LOC,S,S-LOC
syringe,Tools,a poke,1,5,S,S-ACTION,E,E-EXCOMP
syringe,Tools,used for injecting a shot,1,10,S,S-FUNC,S,S-FUNC
syringe,Tools,used to draw blood,1,9,S,S-FUNC,S,S-FUNC
syringe,Tools,vaccine,1,6,S,S-OBJECT,S,S-OBJECT
syringe,Tools,produces pain,1,6,I,I-CONTIN,S,S-FUNC
table,Furniture,is big,1,5,E,E-QUANT,E,E-QUANT
table,Furniture,is brown,1,5,E,E-EXSURF,E,E-EXSURF
table,Furniture,meeting,1,6,S,S-EVENT,S,S-EVENT
table,Furniture,is rectangular,1,6,E,E-EXSURF,E,E-EXSURF
table,Furniture,is round,1,10,E,E-EXSURF,E,E-EXSURF
table,Furniture,is square,1,9,E,E-EXSURF,E,E-EXSURF
table,Furniture,used for eating,1,8,S,S-FUNC,S,S-FUNC
table,Furniture,has legs,1,10,E,E-EXCOMP,E,E-EXCOMP
table,Furniture,made of wood,1,14,E,E-MAT,E,E-MAT
table,Furniture,found in the kitchen,1,5,S,S-LOC,S,S-LOC
tambourine,Musical instruments,dance,1,5,S,S-EVENT,S,S-EVENT
tambourine,Musical instruments,joy,1,6,I,I-EMOT,I,I-EMOT
tambourine,Musical instruments,is noisy,1,6,E,E-SYS,E,E-SYS
tambourine,Musical instruments,is round,1,5,E,E-EXSURF,E,E-EXSURF
tambourine,Musical instruments,sound,1,5,S,S-FUNC,E,E-EXSURF
tambourine,Musical instruments,used for making music,1,11,S,S-FUNC,S,S-FUNC
tambourine,Musical instruments,a musical instrument,2,14,T,T-SUPER,T,T-ONT
tambourine,Musical instruments,has metal washers,2,5,E,E-EXCOMP,E,E-EXCOMP
tambourine,Musical instruments,made of wood,1,5,E,E-MAT,E,E-MAT
tambourine,Musical instruments,a percussion musical instrument,3,7,T,T-SUPER,T,T-SUPER
telephone,Devices,eg - cellphone,1,7,T,T-SUBORD,T,T-SUBORD
telephone,Devices,communication,1,12,S,S-FUNC,S,S-FUNC
telephone,Devices,a device,1,6,T,T-SUPER,T,T-SUPER
telephone,Devices,rings,1,7,E,E-BEH,E,E-BEH
telephone,Devices,used for communicating,1,11,S,S-FUNC,S,S-FUNC
telephone,Devices,is useful,1,8,I,I-EVAL,I,I-EVAL
telephone,Devices,has a number,1,5,E,E-EXSURF,E,E-SYS
telescope,Tools,universe,1,6,S,S-FUNC,S,S-OBJECT
telescope,Tools,used for looking at planets,1,11,S,S-FUNC,S,S-FUNC
telescope,Tools,used for looking at the moon,1,8,S,S-FUNC,S,S-FUNC
telescope,Tools,used for looking at the sky,1,8,S,S-FUNC,S,S-ACTION
telescope,Tools,used for looking at the stars,1,18,S,S-FUNC,S,S-FUNC
telescope,Tools,used for looking far away,1,5,S,S-FUNC,S,S-FUNC
television,Devices,company,1,5,I,I-REP,S,S-SOCORG
television,Devices,a device,1,5,T,T-SUPER,T,T-SYN
television,Devices,distraction,1,6,I,I-REP,S,S-FUNC
television,Devices,entretains,1,13,S,S-FUNC,S,S-FUNC
television,Devices,information,1,7,I,I-REP,S,S-FUNC
television,Devices,news,1,8,S,S-SOCART,S,S-FUNC
television,Devices,used for watching movies,1,8,S,S-FUNC,S,S-FUNC
television,Devices,used for watching programs,1,5,S,S-FUNC,S,S-FUNC
tennis racket,Objects,ball,1,7,S,S-OBJECT,S,S-OBJECT
tennis racket,Objects,tennis,1,24,S,S-EVENT,S,S-EVENT
tennis racket,Objects,used for playing,1,8,S,S-FUNC,S,S-FUNC
tennis racket,Objects,used for playing sports,1,18,S,S-FUNC,S,S-FUNC
tennis racket,Objects,has grip,1,5,E,E-EXCOMP,E,E-EXCOMP
tennis racket,Objects,has a net,1,14,E,E-EXCOMP,E,E-EXCOMP
thermometer,Tools,feber,1,19,S,S-FUNC,S,S-FUNC
thermometer,Tools,eg - glass,1,10,E,E-MAT,E,E-MAT
thermometer,Tools,heat,1,6,S,S-TIME,S,S-OBJECT
thermometer,Tools,illness,1,8,I,I-CONTIN,S,S-SOCART
thermometer,Tools,used by physician,1,7,S,S-PERSON,S,S-PERSON
thermometer,Tools,has mercury,1,13,E,E-INCOMP,E,E-INCOMP
thermometer,Tools,used for measuring fever,1,7,S,S-FUNC,S,S-FUNC
thermometer,Tools,used for measuring temperature,1,13,S,S-FUNC,S,S-FUNC
thermos,Containers,used for keeping the water warm,1,14,S,S-FUNC,S,S-FUNC
thermos,Containers,used on trips,1,5,S,S-EVENT,S,S-FUNC
thermos,Containers,used for carrying water,1,9,S,S-FUNC,S,S-FUNC
thermos,Containers,used for drinking mate,1,22,S,S-FUNC,S,S-FUNC
thermos,Containers,used for conserving the temperature,1,14,S,S-FUNC,S,S-FUNC
