cue,category,response,nWords,frequency,human1,human2,model1,model2
sheep,Animals,mammal,1,6,T,T-SUPER,T,T-ONT
sheep,Animals,meek,1,9,E,E-SYS,E,E-SYS
sheep,Animals,quadruped,1,5,T,T-SUPER,E,E-SYS
sheep,Animals,coats,1,6,S,S-ACTION,E,E-MAT
sheep,Animals,eats,1,6,E,E-BEH,E,E-BEH
sheep,Animals,eats,1,7,E,E-BEH,E,E-BEH
sheep,Animals,wool,1,27,E,E-EXCOMP,E,E-EXCOMP
sheep,Animals,meat,1,8,S,S-FUNC,E,E-MAT
sheep,Animals,countryside,1,9,S,S-LOC,S,S-LOC
shirt,Clothing,clothing,1,17,T,T-SUPER,T,T-SYN
shirt,Clothing,comfortable,1,6,I,I-EVAL,I,I-EVAL
shirt,Clothing,elegant,1,7,I,I-EVAL,E,E-SYS
shirt,Clothing,colors,1,8,E,E-EXSURF,E,E-EXSURF
shirt,Clothing,buttons,1,14,E,E-EXCOMP,E,E-EXCOMP
shirt,Clothing,collar,1,5,E,E-EXCOMP,E,E-EXCOMP
shoe,Clothing,comfortable,1,9,I,I-EVAL,E,E-SYS
shoe,Clothing,protecting,1,6,S,S-FUNC,S,S-FUNC
shoe,Clothing,walking,1,8,S,S-FUNC,S,S-FUNC
shoe,Clothing,feet,1,6,T,T-SUPER,E,E-WHOLE
shoe,Clothing,shoelaces,1,5,E,E-EXCOMP,E,E-EXCOMP
shoe,Clothing,leather,1,14,E,E-MAT,E,E-MAT
shovel,Tools,mason,1,5,S,S-PERSON,S,S-PERSON
shovel,Tools,tool,1,12,T,T-SUPER,T,T-SUPER
shovel,Tools,digging,1,8,S,S-FUNC,S,S-FUNC
shovel,Tools,gardening,1,8,S,S-FUNC,S,S-FUNC
shovel,Tools,planting,1,5,S,S-FUNC,S,S-ACTION
shovel,Tools,working,1,12,S,S-FUNC,S,S-ACTION
shovel,Tools,dust,1,18,S,S-FUNC,S,S-OBJECT
showerhead,House parts,cleanliness,1,9,S,S-SOCART,S,S-FUNC
showerhead,House parts,hot,1,8,E,E-EXSURF,E,E-SYS
showerhead,House parts,hygiene,1,5,I,I-REP,S,S-FUNC
showerhead,House parts,rain,1,5,S,S-FUNC,S,S-OBJECT
showerhead,House parts,relaxing,1,7,I,I-EVAL,S,S-FUNC
showerhead,House parts,bathing,1,6,S,S-FUNC,S,S-FUNC
showerhead,House parts,water,1,14,E,E-SYS,S,S-OBJECT
showerhead,House parts,bathroom,1,16,S,S-LOC,S,S-LOC
skeleton,Body parts,bones,1,20,S,S-OBJECT,E,E-EXCOMP
skeleton,Body parts,death,1,7,S,S-SOCART,S,S-EVENT
skeleton,Body parts,osseous,1,5,E,E-EXCOMP,E,E-MAT
skeleton,Body parts,body,1,9,S,S-FUNC,E,E-WHOLE
skirt,Clothing,clothing,1,22,T,T-SUPER,T,T-SUPER
skirt,Clothing,long,1,13,E,E-QUANT,E,E-QUANT
skirt,Clothing,skirt,1,5,T,T-SYN,T,T-SYN
skirt,Clothing,women,1,15,S,S-PERSON,S,S-PERSON
skirt,Clothing,colors,1,6,E,E-EXSURF,E,E-EXSURF
skirt,Clothing,warm clothing,2,6,T,T-SUPER,S,S-FUNC
skirt,Clothing,short,1,16,E,E-QUANT,E,E-QUANT
skirt,Clothing,fabric,1,9,E,E-MAT,E,E-MAT
skull,Body parts,bones,1,7,S,S-OBJECT,E,E-INCOMP
skull,Body parts,death,1,13,S,S-SOCART,S,S-EVENT
skull,Body parts,skeleton,1,5,E,E-WHOLE,T,T-SUBORD
skull,Body parts,terror,1,7,I,I-EVAL,I,I-EMOT
skull,Body parts,human skull,2,5,T,T-SUBORD,T,T-SYN
skunk,Animals,animal,1,17,T,T-SUPER,T,T-ONT
skunk,Animals,black,1,5,E,E-EXSURF,E,E-EXSURF
skunk,Animals,small,1,5,E,E-QUANT,E,E-QUANT
skunk,Animals,smelly,1,28,E,E-EXSURF,E,E-SYS
skunk,Animals,ugly,1,7,I,I-EVAL,I,I-EVAL
skunk,Animals,black and white,3,9,E,E-EXSURF,E,E-EXSURF
skunk,Animals,tail,1,5,E,E-EXCOMP,E,E-EXCOMP
skunk,Animals,countryside,1,9,S,S-LOC,S,S-LOC
sled,Vehicles,slides,1,5,E,E-BEH,E,E-BEH
sled,Vehicles,snow,1,23,S,S-FUNC,S,S-LOC
sled,Vehicles,transportation,1,15,T,T-SUPER,S,S-FUNC
sled,Vehicles,pulled,1,13,S,S-LIVING,S,S-ACTION
snail,Animals,slimy,1,15,E,E-SYS,E,E-EXSURF
snail,Animals,slow,1,10,E,E-SYS,E,E-BEH
snail,Animals,eats,1,5,E,E-BEH,E,E-BEH
snail,Animals,shell,1,7,E,E-EXCOMP,E,E-EXCOMP
snake,Animals,animal,1,7,T,T-SUPER,T,T-ONT
snake,Animals,dangerous,1,8,I,I-EVAL,E,E-SYS
snake,Animals,fear,1,8,I,I-EVAL,I,I-EMOT
snake,Animals,long,1,8,E,E-QUANT,E,E-SYS
snake,Animals,poisonous,1,11,E,E-SYS,E,E-SYS
snake,Animals,repulsive,1,5,I,I-EVAL,I,I-EVAL
snowman,Toys,children,1,9,S,S-PERSON,S,S-PERSON
snowman,Toys,cold,1,16,E,E-SYS,E,E-SYS
snowman,Toys,fun,1,10,E,E-ABSTR,I,I-EMOT
snowman,Toys,playing,1,11,S,S-FUNC,S,S-ACTION
snowman,Toys,winter,1,6,S,S-TIME,S,S-TIME
snowman,Toys,carrot,1,7,E,E-EXCOMP,S,S-OBJECT
snowman,Toys,snow,1,13,E,E-MAT,E,E-MAT
sock,Clothing,clothing,1,13,T,T-SUPER,T,T-SUPER
sock,Clothing,warm,1,11,S,S-FUNC,E,E-SYS
sock,Clothing,feet,1,17,T,T-SUPER,S,S-PERSON
sock,Clothing,colors,1,6,E,E-EXSURF,E,E-EXSURF
sock,Clothing,warm clothing,2,8,T,T-SUPER,E,E-SYS
spatula,Utensils,paint,1,5,E,E-INCOMP,S,S-OBJECT
spatula,Utensils,food,1,5,S,S-FUNC,S,S-FUNC
spatula,Utensils,scraping,1,5,S,S-FUNC,S,S-FUNC
spatula,Utensils,metal,1,6,E,E-MAT,E,E-MAT
spatula,Utensils,wood,1,6,E,E-MAT,E,E-MAT
spatula,Utensils,kitchen,1,10,S,S-LOC,S,S-LOC
spider,Animals,bites,1,7,E,E-BEH,E,E-BEH
spider,Animals,black,1,8,E,E-EXSURF,E,E-EXSURF
spider,Animals,dangerous,1,6,I,I-EVAL,E,E-SYS
spider,Animals,insect,1,17,T,T-SUPER,T,T-SYN
spider,Animals,poisonous,1,8,E,E-SYS,E,E-SYS
spider,Animals,spiderweb,1,11,E,E-BEH,E,E-WHOLE
spider,Animals,ugly,1,6,I,I-EVAL,I,I-EVAL
spider,Animals,hair,1,10,E,E-EXCOMP,E,E-EXCOMP
spider,Animals,legs,1,17,E,E-EXCOMP,E,E-EXCOMP
spider web,Constructions,dirt,1,7,S,S-PHYST,S,S-OBJECT
spider web,Constructions,fabric,1,9,S,S-OBJECT,E,E-MAT
spider web,Constructions,fine,1,10,E,E-EXSURF,E,E-EXSURF
spider web,Constructions,sticky,1,6,E,E-EXSURF,E,E-EXSURF
spider web,Constructions,trap,1,5,S,S-FUNC,S,S-FUNC
spider web,Constructions,capturing,1,8,S,S-FUNC,E,E-BEH
spider web,Constructions,capturing insects,2,5,S,S-FUNC,S,S-FUNC
spider web,Constructions,spiderweb,1,11,S,S-LIVING,T,T-SYN
spin,Toys,children,1,11,S,S-PERSON,S,S-PERSON
spin,Toys,colorful,1,8,E,E-EXSURF,I,I-EVAL
spin,Toys,funny,1,6,E,E-SYS,I,I-EMOT
spin,Toys,spins,1,16,E,E-BEH,E,E-BEH
spin,Toys,toy,1,19,T,T-SUPER,T,T-SYN
spin,Toys,wood,1,8,E,E-MAT,E,E-MAT
spinning wheel,Devices,fabric,1,9,S,S-OBJECT,S,S-FUNC
spinning wheel,Devices,thread,1,11,S,S-OBJECT,S,S-FUNC
spinning wheel,Devices,wool,1,7,S,S-OBJECT,S,S-OBJECT
spinning wheel,Devices,spinning wheel,2,5,S,S-OBJECT,T,T-SYN
spoon,Utensils,cutlery,1,10,T,T-SUPER,T,T-SUPER
spoon,Utensils,eating,1,10,S,S-FUNC,S,S-FUNC
spoon,Utensils,stirring,1,8,S,S-FUNC,S,S-ACTION
spoon,Utensils,utensil,1,11,T,T-SUPER,T,T-SYN
spoon,Utensils,soup,1,14,S,S-FUNC,S,S-OBJECT
spoon,Utensils,metal,1,6,E,E-MAT,E,E-MAT
spoon,Utensils,wood,1,6,E,E-MAT,E,E-MAT
spoon,Utensils,kitchen,1,7,S,S-LOC,S,S-LOC
squash,Vegetables,food,1,9,T,T-SUPER,T,T-SUPER
squash,Vegetables,foodstuff,1,7,T,T-SUPER,T,T-SUPER
squash,Vegetables,green,1,5,E,E-EXSURF,E,E-EXSURF
squash,Vegetables,healthy,1,5,E,E-SYS,E,E-SYS
squash,Vegetables,orange,1,9,E,E-EXSURF,E,E-EXSURF
squash,Vegetables,sweet,1,8,E,E-INSURF,E,E-INSURF
squash,Vegetables,puree,1,6,S,S-ACTION,S,S-PROD
squash,Vegetables,vegetable,1,13,T,T-SUPER,T,T-SUPER
squash,Vegetables,good,1,5,I,I-EVAL,I,I-EVAL
squirrel,Animals,animal,1,21,T,T-SUPER,T,T-ONT
squirrel,Animals,brown,1,8,E,E-EXSURF,E,E-EXSURF
squirrel,Animals,cute,1,8,I,I-EVAL,I,I-EVAL
squirrel,Animals,fast,1,9,E,E-SYS,E,E-SYS
squirrel,Animals,small,1,12,E,E-QUANT,E,E-QUANT
squirrel,Animals,eats,1,6,E,E-BEH,E,E-BEH
squirrel,Animals,hair,1,7,E,E-EXCOMP,E,E-EXCOMP
squirrel,Animals,tree,1,9,S,S-LOC,S,S-LIVING
star,Nature,brilliant,1,14,E,E-EXSURF,E,E-EXSURF
star,Nature,distant,1,5,S,S-LOC,E,E-SYS
star,Nature,luminous,1,5,S,S-SPAT,E,E-EXSURF
star,Nature,night,1,11,E,E-BEH,S,S-TIME
star,Nature,light,1,13,E,E-EXSURF,E,E-EXSURF
star,Nature,sky,1,10,S,S-TIME,S,S-LOC
starfish,Animals,mollusk,1,5,S,S-LOC,T,T-SUPER
starfish,Animals,sea,1,9,S,S-LOC,S,S-LOC
stethoscope,Tools,heart,1,6,S,S-FUNC,S,S-FUNC
stethoscope,Tools,instrument,1,6,E,E-MAT,T,T-SYN
stethoscope,Tools,physician,1,21,S,S-PERSON,S,S-PERSON
stethoscope,Tools,heartbeats,1,10,S,S-PERSON,S,S-FUNC
stethoscope,Tools,listening,1,8,S,S-FUNC,S,S-FUNC
stethoscope,Tools,metal,1,6,E,E-MAT,E,E-MAT
stethoscope,Tools,hospital,1,5,T,T-SUPER,S,S-LOC
stool,Furniture,comfortable,1,9,I,I-EVAL,E,E-SYS
stool,Furniture,seat,1,7,T,T-SUPER,S,S-FUNC
stool,Furniture,tall,1,7,E,E-QUANT,E,E-QUANT
stool,Furniture,resting,1,5,S,S-FUNC,S,S-FUNC
stool,Furniture,sitting,1,12,S,S-FUNC,S,S-FUNC
stool,Furniture,metal,1,6,E,E-MAT,E,E-MAT
stool,Furniture,wood,1,18,E,E-MAT,E,E-MAT
stool,Furniture,square,1,13,S,S-LOC,E,E-EXSURF
stork,Animals,animal,1,7,T,T-SUPER,T,T-ONT
stork,Animals,bird,1,12,T,T-SUPER,T,T-SYN
stork,Animals,flies,1,13,E,E-BEH,E,E-BEH
stork,Animals,white,1,5,E,E-EXSURF,E,E-EXSURF
stork,Animals,babies,1,8,S,S-SOCART,S,S-PERSON
stork,Animals,feathers,1,12,E,E-EXCOMP,E,E-EXCOMP
stork,Animals,legs,1,5,E,E-EXCOMP,E,E-EXCOMP
stork,Animals,beak,1,15,E,E-EXCOMP,E,E-EXCOMP
stork,Animals,lagoon,1,6,S,S-LOC,S,S-LOC
stove,Devices,food,1,9,S,S-OBJECT,S,S-OBJECT
stove,Devices,cooking,1,10,S,S-FUNC,S,S-FUNC
stove,Devices,gas stove,2,5,S,S-OBJECT,T,T-SUBORD
stove,Devices,oven,1,5,E,E-INCOMP,E,E-INCOMP
strawberry,Fruits,cream,1,8,S,S-OBJECT,S,S-OBJECT
strawberry,Fruits,dessert,1,7,T,T-SUPER,S,S-EVENT
strawberry,Fruits,fruit,1,25,T,T-SUPER,T,T-SUPER
strawberry,Fruits,red,1,21,E,E-EXSURF,E,E-EXSURF
strawberry,Fruits,sweet,1,8,E,E-INSURF,E,E-INSURF
strawberry,Fruits,ice cream,2,5,S,S-OBJECT,S,S-OBJECT
strawberry,Fruits,good,1,14,I,I-EVAL,I,I-EVAL
stroller,Vehicles,baby,1,25,S,S-PERSON,S,S-PERSON
stroller,Vehicles,toy,1,5,T,T-SUBORD,S,S-OBJECT
stroller,Vehicles,riding,1,13,S,S-FUNC,S,S-ACTION
stroller,Vehicles,wheels,1,12,E,E-EXCOMP,E,E-EXCOMP
stroller,Vehicles,plastic,1,7,E,E-MAT,E,E-MAT
suitcase,Containers,clothes,1,17,S,S-OBJECT,S,S-OBJECT
suitcase,Containers,holidays,1,5,S,S-EVENT,S,S-EVENT
suitcase,Containers,joy,1,5,I,I-EMOT,I,I-EMOT
suitcase,Containers,tirp,1,24,S,S-EVENT,S,S-EVENT
suitcase,Containers,traveling,1,5,S,S-FUNC,S,S-EVENT
suitcase,Containers,wheels,1,5,E,E-EXCOMP,E,E-EXCOMP
suitcase,Containers,leather,1,7,E,E-MAT,E,E-MAT
sun,Nature,day,1,5,S,S-TIME,S,S-TIME
sun,Nature,heats,1,14,E,E-BEH,S,S-FUNC
sun,Nature,star,1,7,T,T-SUPER,T,T-SYN
sun,Nature,life,1,7,E,E-BEH,S,S-FUNC
sun,Nature,lights up,2,5,S,S-FUNC,S,S-FUNC
sun,Nature,sky,1,6,S,S-TIME,S,S-LOC
swan,Animals,animal,1,10,T,T-SUPER,T,T-ONT
swan,Animals,bird,1,6,T,T-SUPER,T,T-SUPER
swan,Animals,elegant,1,7,I,I-EVAL,E,E-SYS
swan,Animals,nice,1,10,I,I-EVAL,I,I-EVAL
swan,Animals,swims,1,5,E,E-BEH,E,E-BEH
swan,Animals,white,1,8,E,E-EXSURF,E,E-EXSURF
swan,Animals,feathers,1,10,E,E-EXCOMP,E,E-EXCOMP
swan,Animals,eggs,1,5,E,E-BEH,E,E-EXCOMP
swan,Animals,beak,1,5,E,E-EXCOMP,E,E-EXCOMP
swan,Animals,lake,1,10,S,S-LOC,S,S-LOC
swan,Animals,water,1,11,S,S-LOC,S,S-LOC
sweater,Clothing,clothing,1,7,T,T-SUPER,T,T-SUPER
sweater,Clothing,long,1,5,E,E-QUANT,E,E-QUANT
sweater,Clothing,warm,1,7,S,S-FUNC,E,E-SYS
sweater,Clothing,warm,1,6,E,E-SYS,E,E-SYS
sweater,Clothing,warm clothing,2,5,T,T-SUPER,S,S-FUNC
sweater,Clothing,wool,1,12,E,E-MAT,E,E-MAT
sweater,Clothing,polar fleece,2,8,E,E-MAT,E,E-MAT
sweater,Clothing,cold,1,5,S,S-FUNC,S,S-FUNC
swing,Furniture,childhood,1,5,S,S-TIME,I,I-REP
swing,Furniture,children,1,19,S,S-PERSON,S,S-PERSON
swing,Furniture,funny,1,9,E,E-SYS,I,I-EVAL
swing,Furniture,game,1,11,T,T-SUPER,S,S-EVENT
swing,Furniture,joy,1,5,I,I-EVAL,I,I-EMOT
swing,Furniture,movement,1,6,E,E-SYS,S,S-ACTION
swing,Furniture,wood,1,6,E,E-MAT,E,E-MAT
swing,Furniture,square,1,18,S,S-LOC,S,S-SPAT
swordfish,Animals,catched,1,5,S,S-ACTION,S,S-ACTION
swordfish,Animals,eaten,1,8,S,S-ACTION,S,S-ACTION
swordfish,Animals,fish,1,5,T,T-SUPER,T,T-SUPER
swordfish,Animals,sea,1,15,S,S-LOC,S,S-LOC
syringe,Tools,poke,1,5,S,S-ACTION,S,S-ACTION
syringe,Tools,shot,1,10,S,S-FUNC,S,S-ACTION
syringe,Tools,blood,1,9,S,S-FUNC,S,S-OBJECT
syringe,Tools,vaccine,1,6,S,S-OBJECT,S,S-OBJECT
syringe,Tools,paint,1,6,I,I-CONTIN,S,S-OBJECT
table,Furniture,big,1,5,E,E-QUANT,E,E-QUANT
table,Furniture,brown,1,5,E,E-EXSURF,E,E-EXSURF
table,Furniture,meeting,1,6,S,S-EVENT,S,S-EVENT
table,Furniture,rectangular,1,6,E,E-EXSURF,E,E-EXSURF
table,Furniture,round,1,10,E,E-EXSURF,E,E-EXSURF
table,Furniture,square,1,9,E,E-EXSURF,E,E-EXSURF
table,Furniture,eating,1,8,S,S-FUNC,S,S-ACTION
table,Furniture,legs,1,10,E,E-EXCOMP,E,E-EXCOMP
table,Furniture,wood,1,14,E,E-MAT,E,E-MAT
table,Furniture,kitchen,1,5,S,S-LOC,S,S-LOC
tambourine,Musical instruments,dance,1,5,S,S-EVENT,S,S-EVENT
tambourine,Musical instruments,joy,1,6,I,I-EMOT,I,I-EMOT
tambourine,Musical instruments,noisy,1,6,E,E-SYS,E,E-SYS
tambourine,Musical instruments,round,1,5,E,E-EXSURF,E,E-EXSURF
tambourine,Musical instruments,sound,1,5,S,S-FUNC,E,E-EXSURF
tambourine,Musical instruments,music,1,11,S,S-FUNC,S,S-OBJECT
tambourine,Musical instruments,musical instrument,2,14,T,T-SUPER,T,T-SUPER
tambourine,Musical instruments,metal washers,2,5,E,E-EXCOMP,E,E-EXCOMP
tambourine,Musical instruments,wood,1,5,E,E-MAT,E,E-MAT
tambourine,Musical instruments,percussion musical instrument,3,7,T,T-SUPER,T,T-SUPER
telephone,Devices,cellphone,1,7,T,T-SUBORD,T,T-SYN
telephone,Devices,communication,1,12,S,S-FUNC,S,S-SOCART
telephone,Devices,device,1,6,T,T-SUPER,T,T-SUPER
telephone,Devices,rings,1,7,E,E-BEH,E,E-BEH
telephone,Devices,communicating,1,11,S,S-FUNC,S,S-FUNC
telephone,Devices,useful,1,8,I,I-EVAL,I,I-EVAL
telephone,Devices,number,1,5,E,E-EXSURF,S,S-FUNC
telescope,Tools,universe,1,6,S,S-FUNC,S,S-FUNC
telescope,Tools,looking,1,11,S,S-FUNC,S,S-FUNC
telescope,Tools,looking,1,8,S,S-FUNC,S,S-FUNC
telescope,Tools,looking,1,8,S,S-FUNC,S,S-FUNC
telescope,Tools,looking,1,18,S,S-FUNC,S,S-FUNC
telescope,Tools,looking,1,5,S,S-FUNC,S,S-FUNC
television,Devices,company,1,5,I,I-REP,S,S-SOCORG
television,Devices,device,1,5,T,T-SUPER,T,T-ONT
television,Devices,distraction,1,6,I,I-REP,S,S-FUNC
television,Devices,entretains,1,13,S,S-FUNC,S,S-FUNC
television,Devices,information,1,7,I,I-REP,S,S-FUNC
television,Devices,news,1,8,S,S-SOCART,S,S-SOCART
television,Devices,watching,1,8,S,S-FUNC,S,S-FUNC
television,Devices,watching,1,5,S,S-FUNC,S,S-FUNC
tennis racket,Objects,ball,1,7,S,S-OBJECT,S,S-OBJECT
tennis racket,Objects,tennis,1,24,S,S-EVENT,S,S-EVENT
tennis racket,Objects,playing,1,8,S,S-FUNC,S,S-ACTION
tennis racket,Objects,playing,1,18,S,S-FUNC,S,S-ACTION
tennis racket,Objects,grip,1,5,E,E-EXCOMP,E,E-EXCOMP
tennis racket,Objects,net,1,14,E,E-EXCOMP,S,S-OBJECT
thermometer,Tools,feber,1,19,S,S-FUNC,S,S-FUNC
thermometer,Tools,glass,1,10,E,E-MAT,E,E-MAT
thermometer,Tools,heat,1,6,S,S-TIME,E,E-SYS
thermometer,Tools,illness,1,8,I,I-CONTIN,S,S-SOCART
thermometer,Tools,physician,1,7,S,S-PERSON,S,S-PERSON
thermometer,Tools,mercury,1,13,E,E-INCOMP,E,E-MAT
thermometer,Tools,fever,1,7,S,S-FUNC,S,S-FUNC
thermometer,Tools,temperature,1,13,S,S-FUNC,S,S-FUNC
thermos,Containers,water,1,14,S,S-FUNC,S,S-OBJECT
thermos,Containers,trips,1,5,S,S-EVENT,S,S-FUNC
thermos,Containers,water,1,9,S,S-FUNC,S,S-OBJECT
thermos,Containers,mate,1,22,S,S-FUNC,S,S-OBJECT
thermos,Containers,conserving,1,14,S,S-FUNC,S,S-FUNC
thermos,Containers,kitchen,1,6,S,S-LOC,S,S-LOC
thimble,Tools,seamstress,1,5,S,S-PERSON,S,S-PERSON
thimble,Tools,protecting,1,11,S,S-FUNC,S,S-FUNC
thimble,Tools,sawing,1,12,S,S-FUNC,S,S-ACTION
thimble,Tools,finger,1,14,S,S-LOC,S,S-PERSON
thimble,Tools,metal,1,14,E,E-MAT,E,E-MAT
thimble,Tools,plastic,1,7,E,E-MAT,E,E-MAT
thread,Objects,clothes,1,8,S,S-OBJECT,S,S-OBJECT
thread,Objects,fine,1,8,E,E-EXSURF,E,E-QUANT
thread,Objects,sawing,1,17,S,S-FUNC,S,S-ACTION
thread,Objects,tying,1,6,S,S-FUNC,S,S-ACTION
thread,Objects,colors,1,11,E,E-EXSURF,E,E-EXSURF
thumb,Body parts,fat,1,14,E,E-EXSURF,E,E-SYS
thumb,Body parts,small,1,8,E,E-QUANT,E,E-QUANT
thumb,Body parts,nail,1,7,E,E-EXCOMP,E,E-EXCOMP
thumb,Body parts,approval,1,6,S,S-SOCART,S,S-SOCART
thumb,Body parts,hand,1,12,S,S-LOC,E,E-WHOLE
tie,Clothing,accessory,1,6,T,T-SUPER,T,T-SYN
tie,Clothing,clothing,1,12,T,T-SUPER,T,T-SUPER
tie,Clothing,elegant,1,9,I,I-EVAL,E,E-SYS
tie,Clothing,knot,1,5,S,S-ACTION,E,E-EXCOMP
tie,Clothing,men,1,12,S,S-PERSON,S,S-PERSON
tie,Clothing,shirts,1,5,S,S-LOC,T,T-COORD
tie,Clothing,suit,1,14,S,S-OBJECT,T,T-COORD
tie,Clothing,colors,1,5,E,E-EXSURF,E,E-EXSURF
tie,Clothing,silk,1,5,E,E-MAT,E,E-MAT
tiger,Animals,animal,1,20,T,T-SUPER,T,T-SUPER
tiger,Animals,carnivore,1,7,T,T-SUPER,E,E-SYS
tiger,Animals,dangerous,1,7,I,I-EVAL,E,E-SYS
tiger,Animals,feline,1,14,T,T-SUPER,T,T-SYN
tiger,Animals,ferocious,1,8,E,E-SYS,E,E-SYS
tiger,Animals,strong,1,5,E,E-SYS,E,E-SYS
tiger,Animals,wild,1,9,E,E-SYS,E,E-SYS
tiger,Animals,stripes,1,7,E,E-EXCOMP,E,E-EXSURF
tiger,Animals,zoo,1,5,S,S-LOC,S,S-LOC
tiger,Animals,jungle,1,12,S,S-LOC,S,S-LOC
tire,Objects,car,1,19,E,E-WHOLE,E,E-WHOLE
tire,Objects,bicycle,1,6,E,E-WHOLE,E,E-WHOLE
tire,Objects,black,1,5,E,E-EXSURF,E,E-EXSURF
tire,Objects,motorcycle,1,6,E,E-WHOLE,E,E-WHOLE
tire,Objects,round,1,5,E,E-EXSURF,E,E-SYS
tire,Objects,truck,1,6,E,E-WHOLE,E,E-WHOLE
tire,Objects,wheel,1,8,S,S-OBJECT,E,E-WHOLE
tire,Objects,rubber,1,14,E,E-MAT,E,E-MAT
tire,Objects,rubber,1,8,E,E-MAT,E,E-MAT
toad,Animals,animal,1,12,T,T-SUPER,T,T-ONT
toad,Animals,eaten,1,12,S,S-ACTION,S,S-ACTION
toad,Animals,green,1,20,E,E-EXSURF,E,E-EXSURF
toad,Animals,humidity,1,6,S,S-PHYST,S,S-PHYST
toad,Animals,jumps,1,9,E,E-BEH,E,E-BEH
toad,Animals,sounds,1,6,E,E-BEH,E,E-BEH
toad,Animals,puddle,1,6,S,S-LOC,S,S-LOC
toad,Animals,water,1,14,S,S-LOC,S,S-LOC
toaster,Devices,bread,1,12,S,S-FUNC,S,S-OBJECT
toaster,Devices,breakfast,1,9,S,S-TIME,S,S-EVENT
toaster,Devices,electrical,1,6,E,E-SYS,E,E-SYS
toaster,Devices,toasts,1,13,S,S-OBJECT,S,S-FUNC
toaster,Devices,useful,1,9,I,I-EVAL,I,I-EVAL
toe,Body parts,balance,1,8,E,E-ABSTR,E,E-BEH
toe,Body parts,body,1,5,E,E-WHOLE,E,E-WHOLE
toe,Body parts,fat,1,9,E,E-EXSURF,E,E-SYS
toe,Body parts,small,1,6,E,E-QUANT,E,E-QUANT
toe,Body parts,walking,1,5,S,S-FUNC,E,E-BEH
toe,Body parts,nail,1,20,E,E-EXCOMP,E,E-EXCOMP
tomato,Fruits,fruit,1,11,T,T-SUPER,T,T-SUPER
tomato,Fruits,red,1,10,E,E-EXSURF,E,E-EXSURF
tomato,Fruits,tasty,1,6,I,I-EVAL,E,E-INSURF
tomato,Fruits,salad,1,16,S,S-ACTION,S,S-OBJECT
tomato,Fruits,sauce,1,6,S,S-ACTION,S,S-PROD
tomato,Fruits,good,1,9,I,I-EVAL,I,I-EVAL
toothbrush,Utensils,cavities,1,5,S,S-OBJECT,S,S-FUNC
toothbrush,Utensils,hygiene,1,11,I,I-REP,S,S-FUNC
toothbrush,Utensils,toothpaste,1,5,S,S-OBJECT,S,S-OBJECT
toothbrush,Utensils,bristles,1,12,E,E-EXCOMP,E,E-EXCOMP
toothbrush,Utensils,cleaning,1,17,S,S-FUNC,S,S-FUNC
totem,Constructions,stone,1,5,E,E-MAT,E,E-MAT
totem,Constructions,wood,1,10,E,E-MAT,E,E-MAT
tractor,Vehicles,big,1,5,E,E-QUANT,E,E-QUANT
tractor,Vehicles,harvest,1,6,S,S-EVENT,S,S-EVENT
tractor,Vehicles,machine,1,9,T,T-SUPER,T,T-ONT
tractor,Vehicles,tool,1,5,T,T-SUPER,T,T-SYN
tractor,Vehicles,plowing,1,6,S,S-FUNC,S,S-ACTION
tractor,Vehicles,work,1,5,E,E-SYS,S,S-FUNC
tractor,Vehicles,wheels,1,13,E,E-EXCOMP,E,E-EXCOMP
tractor,Vehicles,agricultural work,2,7,S,S-FUNC,S,S-FUNC
tractor,Vehicles,field,1,22,S,S-LOC,S,S-LOC
traffic light,Devices,cars,1,7,S,S-OBJECT,S,S-SOCORG
traffic light,Devices,colors,1,13,E,E-EXSURF,E,E-EXSURF
traffic light,Devices,lights,1,7,E,E-EXCOMP,E,E-EXCOMP
traffic light,Devices,traffic,1,12,S,S-FUNC,S,S-SOCORG
traffic light,Devices,street,1,7,S,S-LOC,S,S-LOC
traffic light,Devices,street corner,2,8,S,S-LOC,S,S-LOC
traffic light,Devices,green light,2,12,E,E-EXSURF,E,E-EXCOMP
traffic light,Devices,red light,2,11,E,E-EXSURF,E,E-SYS
traffic light,Devices,yellow light,2,11,E,E-EXSURF,E,E-EXCOMP
train,Vehicles,big,1,5,E,E-QUANT,E,E-QUANT
train,Vehicles,traveling,1,13,S,S-FUNC,S,S-ACTION
train,Vehicles,railroad tracks,2,12,S,S-OBJECT,S,S-LOC
train,Vehicles,people,1,5,S,S-FUNC,S,S-PERSON
train,Vehicles,train cars,2,8,E,E-EXCOMP,E,E-EXCOMP
train,Vehicles,transportation,1,17,T,T-SUPER,S,S-FUNC
tram car,Vehicles,height,1,9,S,S-LOC,E,E-SYS
tram car,Vehicles,landscape,1,7,E,E-INCOMP,S,S-LOC
tram car,Vehicles,stall,1,5,E,E-EXCOMP,S,S-LOC
tram car,Vehicles,wire,1,5,E,E-EXCOMP,S,S-OBJECT
tram car,Vehicles,transportation,1,10,T,T-SUPER,S,S-FUNC
tram car,Vehicles,mountain,1,6,S,S-LOC,S,S-LOC
tree,Plants,green,1,5,E,E-EXSURF,E,E-EXSURF
tree,Plants,life,1,5,E,E-SYS,I,I-REP
tree,Plants,fruit,1,5,E,E-BEH,E,E-EXCOMP
